,code,spa_10s_npg_male,spa_10s_npg_female,spa_20s_npg_male,spa_20s_npg_female,spa_30s_npg_male,spa_30s_npg_female,spa_40s_npg_male,spa_40s_npg_female,spa_50s_npg_male,spa_50s_npg_female
882,188909.0,4.72,3.28,4.52,3.14,4.61,3.2,4.92,3.42,5.04,3.5
883,154236.0,,,,,,,,,,
884,143409.0,3.2,6.8,2.73,5.81,2.65,5.64,2.44,5.17,2.6,5.52
885,98901.0,,,,,,,,,,
886,167743.0,,,,,,,,,,
887,124227.0,,,,,,,,,,
888,154206.0,0.0,0.0,2.35,5.77,2.15,5.26,2.67,6.53,0.87,2.13
889,134811.0,,,,,,,,,,
890,153964.0,6.07,3.13,5.7,2.93,5.62,2.9,5.74,2.95,5.78,2.98
891,144379.0,2.91,6.49,2.86,6.38,2.83,6.31,2.81,6.26,2.81,6.24
892,127374.0,4.8,2.7,5.29,2.97,5.04,2.84,5.18,2.91,5.36,3.01
893,172475.0,,,,,,,,,,
894,169651.0,,,,,,,,,,
895,158854.0,,,,,,,,,,
896,65722.0,,,,,,,,,,
897,167311.0,,,,,,,,,,
898,137890.0,4.56,3.88,4.49,3.83,4.24,3.62,4.34,3.69,4.32,3.68
899,156461.0,,,,,,,,,,
900,172074.0,,,,,,,,,,
901,155256.0,5.22,3.48,4.7,3.14,4.67,3.12,4.64,3.09,4.72,3.15
902,181949.0,,,,,,,,,,
903,167061.0,,,,,,,,,,
904,158632.0,,,,,,,,,,
905,163813.0,,,,,,,,,,
906,168551.0,0.0,0.0,2.72,5.52,2.72,5.53,2.75,5.58,2.97,6.03
907,168931.0,,,,,,,,,,
908,159798.0,,,,,,,,,,
909,151746.0,,,,,,,,,,
910,171512.0,,,,,,,,,,
911,159156.0,,,,,,,,,,
912,157178.0,5.02,3.94,4.74,3.72,4.46,3.5,4.42,3.47,4.94,3.89
913,182578.0,4.82,3.78,4.06,3.19,4.19,3.29,3.96,3.11,4.12,3.24
914,152243.0,,,,,,,,,,
915,171037.0,,,,,,,,,,
916,194471.0,,,,,,,,,,
917,164939.0,,,,,,,,,,
918,124025.0,4.27,4.11,4.04,3.88,3.95,3.79,3.97,3.81,3.81,3.67
919,125802.0,2.85,4.09,2.83,4.08,2.98,4.3,2.89,4.15,2.55,3.66
920,144272.0,,,,,,,,,,
921,129406.0,3.25,5.78,3.12,5.55,3.09,5.49,3.11,5.54,3.21,5.7
922,144943.0,3.92,4.24,3.93,4.26,3.96,4.3,3.97,4.3,4.18,4.52
923,160115.0,,,,,,,,,,
924,40133.0,,,,,,,,,,
925,149122.0,,,,,,,,,,
926,144958.0,0.0,0.0,4.15,0.85,4.15,0.85,0.0,0.0,6.64,1.36
927,124205.0,0.0,0.0,0.0,0.0,3.5,3.5,3.25,3.25,4.5,4.5
928,158886.0,,,,,,,,,,
929,119966.0,3.51,4.65,3.41,4.51,3.34,4.43,3.45,4.57,3.59,4.75
930,45921.0,,,,,,,,,,
931,97693.0,,,,,,,,,,
932,129051.0,4.47,4.3,4.38,4.21,4.16,4.0,4.3,4.13,4.25,4.09
933,144188.0,0.0,0.0,10.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0
934,106522.0,3.33,5.22,3.19,4.99,3.17,4.97,3.23,5.04,3.4,5.32
935,140226.0,,,,,,,,,,
936,107374.0,2.7,3.57,2.91,3.85,2.91,3.86,2.92,3.86,2.72,3.61
937,149027.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.1,0.0,0.0
938,124041.0,4.02,4.02,3.85,3.85,3.67,3.67,3.65,3.65,3.8,3.8
939,142242.0,3.48,4.26,3.23,3.95,3.56,4.36,3.14,3.83,3.49,4.26
940,115366.0,2.49,4.84,2.41,4.68,2.56,4.97,2.91,5.66,2.04,3.96
941,71705.0,,,,,,,,,,
942,127397.0,5.18,3.31,5.07,3.24,4.87,3.12,4.87,3.11,5.0,3.19
943,103760.0,4.13,3.82,3.97,3.66,3.97,3.66,4.31,3.97,4.21,3.88
944,132627.0,3.09,6.58,2.77,5.9,2.79,5.92,2.77,5.88,2.76,5.86
945,151751.0,0.0,0.0,4.2,3.88,4.59,4.24,4.51,4.16,0.0,0.0
946,147035.0,,,,,,,,,,
947,160116.0,,,,,,,,,,
948,167577.0,,,,,,,,,,
949,154252.0,,,,,,,,,,
950,156561.0,,,,,,,,,,
951,121052.0,1.67,5.58,1.92,6.42,2.02,6.78,1.93,6.45,1.55,5.2
952,140064.0,0.0,0.0,4.5,4.5,4.5,4.5,4.0,4.0,0.0,0.0
953,165791.0,0.0,0.0,2.5,7.5,2.25,6.75,0.0,0.0,0.0,0.0
954,172774.0,,,,,,,,,,
955,158697.0,,,,,,,,,,
956,125448.0,,,,,,,,,,
957,143431.0,,,,,,,,,,
958,167650.0,,,,,,,,,,
959,73583.0,,,,,,,,,,
960,89745.0,,,,,,,,,,
961,33536.0,,,,,,,,,,
962,51172.0,,,,,,,,,,
963,83404.0,,,,,,,,,,
964,150198.0,5.12,4.37,4.89,4.16,4.75,4.05,4.78,4.08,4.72,4.03
965,165762.0,,,,,,,,,,
966,166524.0,,,,,,,,,,
967,158871.0,,,,,,,,,,
968,167103.0,1.98,7.02,1.54,5.46,1.84,6.54,1.78,6.33,0.0,0.0
969,191597.0,4.14,4.48,4.35,4.71,4.33,4.69,4.37,4.73,4.62,5.0
970,146517.0,4.74,3.44,4.84,3.51,4.7,3.4,4.73,3.43,4.74,3.43
971,140792.0,,,,,,,,,,
972,158889.0,,,,,,,,,,
973,170497.0,,,,,,,,,,
974,158910.0,3.8,5.7,3.54,5.32,3.64,5.45,3.59,5.38,3.72,5.57
975,137875.0,3.08,3.2,3.26,3.39,3.29,3.42,3.24,3.37,3.22,3.35
976,113343.0,,,,,,,,,,
977,18898.0,,,,,,,,,,
978,147056.0,,,,,,,,,,
979,140288.0,,,,,,,,,,
980,151715.0,0.0,0.0,2.16,6.15,2.29,6.51,2.22,6.32,2.25,6.42
981,14561.0,,,,,,,,,,
982,142251.0,0.0,0.0,1.98,4.02,3.3,6.7,1.32,2.68,0.0,0.0
983,159785.0,0.0,0.0,4.36,2.15,2.68,1.32,0.0,0.0,0.0,0.0
984,154467.0,,,,,,,,,,
985,170419.0,,,,,,,,,,
986,162217.0,,,,,,,,,,
987,162877.0,,,,,,,,,,
988,146485.0,4.34,3.14,4.48,3.24,4.51,3.26,4.47,3.23,4.67,3.38
989,47384.0,,,,,,,,,,
990,163420.0,,,,,,,,,,
991,142803.0,4.01,5.31,3.87,5.12,3.68,4.88,3.81,5.04,3.87,5.14
992,44913.0,4.04,2.59,3.92,2.5,4.08,2.61,4.11,2.62,4.2,2.68
993,123519.0,3.35,4.62,3.3,4.56,3.14,4.33,3.02,4.16,3.09,4.27
994,154214.0,3.34,4.26,3.7,4.72,3.59,4.56,3.74,4.75,3.74,4.76
995,115504.0,3.67,5.06,3.47,4.8,3.39,4.67,3.47,4.8,3.26,4.51
996,140695.0,4.76,4.58,4.56,4.38,4.36,4.18,4.29,4.12,4.3,4.14
997,154253.0,,,,,,,,,,
998,168092.0,3.44,4.56,3.86,5.12,3.78,5.01,3.77,4.99,3.77,5.0
999,163861.0,,,,,,,,,,
1000,153342.0,0.0,0.0,3.73,5.6,2.8,4.2,0.0,0.0,0.0,0.0
1001,167788.0,,,,,,,,,,
1002,137905.0,,,,,,,,,,
1003,115642.0,4.25,4.8,4.12,4.65,3.96,4.47,3.96,4.46,3.91,4.4
1004,177532.0,,,,,,,,,,
1005,52012.0,,,,,,,,,,
1006,158644.0,,,,,,,,,,
1007,115520.0,3.86,4.54,3.42,4.02,3.51,4.11,3.53,4.14,3.36,3.94
1008,139698.0,0.0,0.0,1.23,7.55,1.14,6.99,1.05,6.45,0.0,0.0
1009,146386.0,4.48,4.85,4.16,4.5,4.17,4.52,4.64,5.03,4.22,4.58
1010,158660.0,,,,,,,,,,
1011,122195.0,2.73,2.95,2.46,2.67,2.51,2.71,2.69,2.91,3.36,3.64
1012,140228.0,,,,,,,,,,
1013,147607.0,,,,,,,,,,
1014,159725.0,,,,,,,,,,
1015,154595.0,,,,,,,,,,
1016,33012.0,,,,,,,,,,
1017,127375.0,4.08,4.25,3.83,3.98,3.87,4.02,4.06,4.22,4.13,4.29
1018,144221.0,2.97,6.03,2.52,5.13,2.47,5.0,2.56,5.21,2.28,4.63
1019,159154.0,,,,,,,,,,
1020,154423.0,,,,,,,,,,
1021,100647.0,4.02,4.71,3.97,4.66,3.98,4.68,4.03,4.72,4.03,4.74
1022,118955.0,3.92,3.08,4.76,3.74,4.86,3.81,4.66,3.67,4.76,3.74
1023,134859.0,6.65,2.85,5.89,2.53,5.36,2.29,5.57,2.39,5.29,2.27
1024,137344.0,,,,,,,,,,
1025,155025.0,,,,,,,,,,
1026,153656.0,,,,,,,,,,
1027,125444.0,3.88,3.05,3.88,3.04,3.65,2.87,3.14,2.46,3.36,2.64
1028,136884.0,,,,,,,,,,
1029,144938.0,2.15,6.82,2.19,6.92,2.15,6.8,2.16,6.84,2.13,6.74
1030,159727.0,,,,,,,,,,
1031,135011.0,,,,,,,,,,
1032,129066.0,,,,,,,,,,
1033,154461.0,5.4,4.6,4.58,3.9,4.18,3.56,4.68,3.99,4.5,3.83
1034,127322.0,0.0,0.0,2.66,4.34,3.61,5.89,2.66,4.34,3.23,5.27
1035,153366.0,,,,,,,,,,
1036,13432.0,,,,,,,,,,
1037,158891.0,,,,,,,,,,
1038,154430.0,,,,,,,,,,
1039,153727.0,,,,,,,,,,
1040,154407.0,,,,,,,,,,
1041,168942.0,,,,,,,,,,
1042,159776.0,,,,,,,,,,
1043,149729.0,,,,,,,,,,
1044,156465.0,3.33,6.17,2.68,4.98,2.66,4.95,2.82,5.23,2.46,4.58
1045,162397.0,,,,,,,,,,
1046,24219.0,,,,,,,,,,
1047,144355.0,2.4,7.6,2.18,6.9,2.11,6.7,2.13,6.76,0.0,0.0
1048,140233.0,,,,,,,,,,
1049,201168.0,,,,,,,,,,
1050,119653.0,,,,,,,,,,
1051,143435.0,3.44,5.6,3.36,5.48,3.31,5.41,3.27,5.34,3.25,5.29
1052,164915.0,,,,,,,,,,
1053,127114.0,,,,,,,,,,
1054,164933.0,,,,,,,,,,
1055,143495.0,4.42,3.92,4.77,4.23,4.72,4.19,4.66,4.13,4.79,4.24
1056,144945.0,1.87,6.63,2.01,7.11,1.94,6.86,1.93,6.83,1.98,7.02
1057,157243.0,2.22,7.43,2.25,7.54,2.19,7.32,2.04,6.81,2.16,7.22
1058,137952.0,4.65,4.3,4.49,4.15,4.36,4.03,4.43,4.09,4.48,4.14
1059,104083.0,,,,,,,,,,
1060,139358.0,,,,,,,,,,
1061,159726.0,,,,,,,,,,
1062,163335.0,,,,,,,,,,
1063,149776.0,,,,,,,,,,
1064,105389.0,0.0,0.0,5.4,3.6,5.4,3.6,4.8,3.2,0.0,0.0
1065,143437.0,5.6,4.4,4.58,3.59,4.7,3.7,4.59,3.61,5.04,3.96
1066,155021.0,,,,,,,,,,
1067,197191.0,,,,,,,,,,
1068,129383.0,3.85,5.1,3.7,4.91,3.62,4.8,3.63,4.81,3.71,4.92
1069,206517.0,,,,,,,,,,
1070,186893.0,,,,,,,,,,
1071,53280.0,0.0,0.0,4.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0
1072,137906.0,,,,,,,,,,
1073,159705.0,,,,,,,,,,
1074,143366.0,,,,,,,,,,
1075,158614.0,,,,,,,,,,
1076,167569.0,4.84,2.49,5.31,2.73,5.23,2.7,5.24,2.7,4.7,2.42
1077,152684.0,2.92,4.96,3.13,5.33,3.09,5.27,3.19,5.44,2.8,4.78
1078,163684.0,,,,,,,,,,
1079,134863.0,,,,,,,,,,
1080,157133.0,,,,,,,,,,
1081,137346.0,3.87,4.73,3.93,4.8,4.11,5.03,3.81,4.65,3.74,4.58
1082,120791.0,4.47,4.12,4.22,3.9,4.13,3.81,4.07,3.76,4.23,3.91
1083,158694.0,,,,,,,,,,
1084,75395.0,,,,,,,,,,
1085,156494.0,,,,,,,,,,
1086,119144.0,,,,,,,,,,
1087,145139.0,,,,,,,,,,
1088,149096.0,,,,,,,,,,
1089,101859.0,,,,,,,,,,
1090,158565.0,,,,,,,,,,
1091,147991.0,,,,,,,,,,
1092,157292.0,,,,,,,,,,
1093,78181.0,,,,,,,,,,
1094,154397.0,,,,,,,,,,
1095,144920.0,,,,,,,,,,
1096,197082.0,,,,,,,,,,
1097,158643.0,,,,,,,,,,
1098,154379.0,3.19,6.48,3.08,6.24,3.03,6.14,3.12,6.33,3.02,6.12
1099,154415.0,,,,,,,,,,
1100,162205.0,,,,,,,,,,
1101,151868.0,,,,,,,,,,
1102,125405.0,3.8,3.8,4.25,4.25,4.28,4.28,4.3,4.3,4.42,4.42
1103,144946.0,,,,,,,,,,
1104,148905.0,,,,,,,,,,
1105,142165.0,,,,,,,,,,
1106,164921.0,,,,,,,,,,
1107,184339.0,,,,,,,,,,
1108,17124.0,,,,,,,,,,
1109,153347.0,,,,,,,,,,
1110,142380.0,,,,,,,,,,
1111,137938.0,,,,,,,,,,
1112,147096.0,,,,,,,,,,
1113,36401.0,,,,,,,,,,
1114,145011.0,,,,,,,,,,
1115,149088.0,,,,,,,,,,
1116,114282.0,5.06,3.67,4.85,3.52,4.69,3.4,4.69,3.4,4.95,3.58
1117,170823.0,,,,,,,,,,
1118,156581.0,,,,,,,,,,
1119,130966.0,4.42,4.6,4.25,4.42,4.16,4.33,4.16,4.32,4.11,4.27
1120,132933.0,4.38,4.55,4.32,4.5,4.25,4.43,4.29,4.47,4.31,4.49
1121,152617.0,,,,,,,,,,
1122,140203.0,,,,,,,,,,
1123,113344.0,4.71,4.34,4.51,4.16,4.2,3.88,4.23,3.9,4.24,3.92
1124,133427.0,,,,,,,,,,
1125,158856.0,,,,,,,,,,
1126,155802.0,,,,,,,,,,
1127,63174.0,,,,,,,,,,
1128,50176.0,,,,,,,,,,
1129,74866.0,5.15,2.78,5.02,2.7,4.49,2.42,4.63,2.5,4.53,2.44
1130,65540.0,,,,,,,,,,
1131,119430.0,5.23,3.07,5.22,3.06,5.16,3.03,5.13,3.01,5.2,3.05
1132,58280.0,,,,,,,,,,
1133,68217.0,,,,,,,,,,
1134,122518.0,,,,,,,,,,
1135,144870.0,,,,,,,,,,
1136,180173.0,,,,,,,,,,
1137,156534.0,,,,,,,,,,
1138,52379.0,,,,,,,,,,
1139,158858.0,,,,,,,,,,
1140,119464.0,,,,,,,,,,
1141,154374.0,,,,,,,,,,
1142,140787.0,4.2,5.8,4.11,5.67,3.98,5.5,3.63,5.01,4.09,5.64
1143,124202.0,,,,,,,,,,
1144,72327.0,,,,,,,,,,
1145,184859.0,0.0,0.0,0.0,0.0,3.3,6.7,3.3,6.7,3.3,6.7
1146,154497.0,,,,,,,,,,
1147,144954.0,,,,,,,,,,
1148,121037.0,,,,,,,,,,
1149,149762.0,,,,,,,,,,
1150,203229.0,,,,,,,,,,
1151,119617.0,,,,,,,,,,
1152,27589.0,,,,,,,,,,
1153,75397.0,,,,,,,,,,
1154,98467.0,,,,,,,,,,
1155,125421.0,3.9,4.22,3.62,3.93,3.8,4.12,3.88,4.2,3.88,4.21
1156,102700.0,,,,,,,,,,
1157,144951.0,,,,,,,,,,
1158,155804.0,,,,,,,,,,
1159,158563.0,,,,,,,,,,
1160,98146.0,,,,,,,,,,
1161,165770.0,,,,,,,,,,
1162,155836.0,,,,,,,,,,
1163,109960.0,4.83,1.97,5.0,2.04,5.12,2.09,5.25,2.14,5.45,2.22
1164,154453.0,,,,,,,,,,
1165,131665.0,,,,,,,,,,
1166,200584.0,,,,,,,,,,
1167,103627.0,,,,,,,,,,
1168,145899.0,,,,,,,,,,
1169,141187.0,,,,,,,,,,
1170,162269.0,,,,,,,,,,
1171,114286.0,3.95,3.37,3.98,3.39,4.09,3.48,3.97,3.38,4.15,3.53
1172,110545.0,,,,,,,,,,
1173,67627.0,,,,,,,,,,
1174,114247.0,0.0,0.0,3.18,4.77,3.4,5.1,3.08,4.63,3.32,4.97
1175,151290.0,,,,,,,,,,
1176,184605.0,0.0,0.0,0.0,0.0,3.0,1.5,0.0,0.0,0.0,0.0
1177,137925.0,,,,,,,,,,
1178,156118.0,,,,,,,,,,
1179,93035.0,,,,,,,,,,
1180,28813.0,,,,,,,,,,
1181,146185.0,,,,,,,,,,
1182,147021.0,,,,,,,,,,
1183,149076.0,,,,,,,,,,
1184,133455.0,,,,,,,,,,
1185,146161.0,,,,,,,,,,
1186,191646.0,,,,,,,,,,
1187,154434.0,,,,,,,,,,
1188,155315.0,,,,,,,,,,
1189,140719.0,0.0,0.0,2.21,5.41,2.32,5.68,2.61,6.39,2.61,6.39
1190,125423.0,0.0,0.0,4.49,1.83,4.76,1.95,3.19,1.3,4.62,1.89
1191,149426.0,,,,,,,,,,
1192,155544.0,,,,,,,,,,
1193,124042.0,2.61,2.22,2.84,2.42,2.93,2.49,3.69,3.14,2.43,2.07
1194,142372.0,5.03,2.48,4.83,2.38,4.02,1.98,2.01,0.99,0.0,0.0
1195,115977.0,4.37,5.12,4.29,5.04,4.23,4.96,4.17,4.89,4.18,4.9
1196,130658.0,,,,,,,,,,
1197,128723.0,,,,,,,,,,
1198,84126.0,,,,,,,,,,
1199,154250.0,,,,,,,,,,
1200,167599.0,0.0,0.0,2.05,5.55,2.46,6.64,2.38,6.43,2.7,7.3
1201,172731.0,,,,,,,,,,
1202,10323.0,2.4,5.6,2.65,6.18,2.65,6.17,2.63,6.14,2.35,5.48
1203,136859.0,1.3,3.7,2.07,5.9,2.12,6.03,2.13,6.06,2.19,6.22
1204,167724.0,,,,,,,,,,
1205,106450.0,,,,,,,,,,
1206,84397.0,,,,,,,,,,
1207,137971.0,4.34,2.33,5.48,2.95,5.54,2.99,5.04,2.71,5.51,2.96
1208,151248.0,,,,,,,,,,
1209,114225.0,4.29,4.12,4.18,4.02,4.13,3.97,4.1,3.93,4.27,4.1
1210,65007.0,,,,,,,,,,
1211,98296.0,,,,,,,,,,
1212,118974.0,3.09,4.64,2.61,3.91,2.6,3.89,2.6,3.9,2.51,3.76
1213,112041.0,3.57,3.87,3.02,3.28,3.03,3.29,3.25,3.53,3.36,3.64
1214,48246.0,,,,,,,,,,
1215,149761.0,,,,,,,,,,
1216,154279.0,,,,,,,,,,
1217,114263.0,0.0,0.0,2.02,4.49,2.17,4.83,2.07,4.6,2.02,4.49
1218,74205.0,,,,,,,,,,
1219,76793.0,,,,,,,,,,
1220,100078.0,,,,,,,,,,
1221,146350.0,,,,,,,,,,
1222,122393.0,,,,,,,,,,
1223,127383.0,5.49,3.51,4.36,2.78,4.61,2.95,5.73,3.67,0.0,0.0
1224,149736.0,,,,,,,,,,
1225,64080.0,,,,,,,,,,
1226,36818.0,,,,,,,,,,
1227,149074.0,,,,,,,,,,
1228,151759.0,,,,,,,,,,
1229,156475.0,,,,,,,,,,
1230,196976.0,,,,,,,,,,
1231,189620.0,3.9,2.1,4.55,2.45,5.05,2.72,4.81,2.59,3.9,2.1
1232,52747.0,,,,,,,,,,
1233,78594.0,,,,,,,,,,
1234,312662.0,,,,,,,,,,
1235,72058.0,0.96,7.04,1.02,7.48,0.0,0.0,0.72,5.28,0.0,0.0
1236,10440.0,,,,,,,,,,
1237,35901.0,6.29,3.38,6.34,3.41,6.17,3.33,6.5,3.5,5.85,3.15
1238,150829.0,,,,,,,,,,
1239,152700.0,,,,,,,,,,
1240,109905.0,5.6,4.06,5.4,3.91,5.29,3.83,5.16,3.74,5.2,3.76
1241,38420.0,,,,,,,,,,
1242,31283.0,,,,,,,,,,
1243,49857.0,,,,,,,,,,
1244,137982.0,,,,,,,,,,
1245,74027.0,4.2,3.87,3.98,3.67,4.05,3.74,4.27,3.94,4.36,4.02
1246,40098.0,,,,,,,,,,
1247,181030.0,5.8,4.2,4.99,3.61,5.8,4.2,4.18,3.02,0.0,0.0
1248,19066.0,,,,,,,,,,
1249,91107.0,,,,,,,,,,
1250,146184.0,,,,,,,,,,
1251,134584.0,,,,,,,,,,
1252,142370.0,,,,,,,,,,
1253,144271.0,0.0,0.0,5.36,2.64,0.0,0.0,0.0,0.0,0.0,0.0
1254,119720.0,,,,,,,,,,
1255,68535.0,,,,,,,,,,
1256,83001.0,,,,,,,,,,
1257,80866.0,,,,,,,,,,
1258,158347.0,,,,,,,,,,
1259,154491.0,,,,,,,,,,
1260,61865.0,,,,,,,,,,
1261,37758.0,,,,,,,,,,
1262,129012.0,3.97,4.3,3.56,3.86,3.72,4.03,3.36,3.64,3.7,4.01
1263,103331.0,3.0,7.0,2.62,6.12,2.58,6.02,2.81,6.57,2.66,6.22
1264,124212.0,4.36,3.56,4.43,3.63,4.28,3.5,4.36,3.57,4.41,3.6
1265,171549.0,,,,,,,,,,
1266,67769.0,4.54,3.29,4.56,3.3,4.43,3.21,4.43,3.2,4.5,3.26
1267,99794.0,,,,,,,,,,
1268,87232.0,,,,,,,,,,
1269,73096.0,,,,,,,,,,
1270,153343.0,,,,,,,,,,
1271,129824.0,,,,,,,,,,
1272,151867.0,,,,,,,,,,
1273,130041.0,0.0,0.0,2.71,6.62,0.0,0.0,0.0,0.0,2.9,7.1
1274,152696.0,,,,,,,,,,
1275,136007.0,3.74,4.57,3.55,4.34,3.64,4.45,3.6,4.39,3.59,4.38
1276,144141.0,,,,,,,,,,
1277,149382.0,,,,,,,,,,
1278,118917.0,4.2,4.93,4.21,4.94,4.1,4.81,4.01,4.71,4.08,4.79
1279,154195.0,,,,,,,,,,
1280,103271.0,,,,,,,,,,
1281,133443.0,,,,,,,,,,
1282,109955.0,3.86,4.53,3.63,4.26,3.65,4.28,3.87,4.55,3.83,4.5
1283,10392.0,,,,,,,,,,
1284,31683.0,,,,,,,,,,
1285,105578.0,,,,,,,,,,
1286,73402.0,,,,,,,,,,
1287,133421.0,,,,,,,,,,
1288,143370.0,,,,,,,,,,
1289,193839.0,0.0,0.0,5.42,3.18,6.17,3.63,6.3,3.7,6.3,3.7
1290,104478.0,5.3,3.54,4.82,3.22,4.45,2.97,4.94,3.29,5.13,3.42
1291,149843.0,,,,,,,,,,
1292,149376.0,,,,,,,,,,
1293,129093.0,,,,,,,,,,
1294,166149.0,,,,,,,,,,
1295,127865.0,4.43,3.78,4.68,3.98,4.44,3.79,4.44,3.78,4.64,3.96
1296,147533.0,,,,,,,,,,
1297,102295.0,,,,,,,,,,
1298,146181.0,,,,,,,,,,
1299,97694.0,,,,,,,,,,
1300,18098.0,,,,,,,,,,
1301,134871.0,,,,,,,,,,
1302,141579.0,,,,,,,,,,
1303,130983.0,2.88,5.12,3.16,5.63,3.05,5.43,3.18,5.65,3.6,6.4
1304,134881.0,,,,,,,,,,
1305,156495.0,,,,,,,,,,
1306,129331.0,0.0,0.0,3.5,4.83,3.48,4.81,3.5,4.83,2.73,3.77
1307,129049.0,5.03,3.96,4.93,3.88,4.81,3.78,4.8,3.77,4.88,3.83
1308,122469.0,5.64,2.91,5.22,2.69,4.88,2.52,4.98,2.57,5.28,2.72
1309,52449.0,,,,,,,,,,
1310,65091.0,,,,,,,,,,
1311,148971.0,,,,,,,,,,
1312,192121.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,0.0
1313,106280.0,,,,,,,,,,
1314,50598.0,,,,,,,,,,
1315,162000.0,,,,,,,,,,
1316,106557.0,1.19,2.31,2.31,4.47,2.31,4.49,2.98,5.78,0.0,0.0
1317,129333.0,5.07,3.53,5.13,3.56,5.1,3.55,5.01,3.48,5.14,3.57
1318,95541.0,4.6,4.6,4.41,4.41,4.39,4.39,4.39,4.39,4.36,4.36
1319,172819.0,0.0,0.0,2.86,6.68,2.43,5.67,2.43,5.67,3.0,7.0
1320,117802.0,4.2,2.8,4.32,2.88,3.55,2.37,4.04,2.69,3.43,2.28
1321,177553.0,,,,,,,,,,
1322,154085.0,,,,,,,,,,
1323,40117.0,,,,,,,,,,
1324,96325.0,,,,,,,,,,
1325,184505.0,,,,,,,,,,
1326,149402.0,,,,,,,,,,
1327,143398.0,,,,,,,,,,
1328,122596.0,1.93,6.84,1.9,6.72,1.9,6.75,1.88,6.67,1.93,6.83
1329,118980.0,0.0,0.0,2.45,4.98,2.64,5.36,2.64,5.36,0.0,0.0
1330,127867.0,,,,,,,,,,
1331,90596.0,5.09,3.69,4.86,3.52,4.58,3.32,4.87,3.53,5.01,3.62
1332,15899.0,0.0,0.0,3.6,6.4,3.46,6.14,0.0,0.0,0.0,0.0
1333,14957.0,,,,,,,,,,
1334,89323.0,,,,,,,,,,
1335,127335.0,5.84,2.16,5.64,2.09,5.19,1.92,5.05,1.87,4.83,1.78
1336,103353.0,,,,,,,,,,
